COUNTRY,COUNTRY_CODE,YEAR,Partyfacs_ID,ABBREVIATION,PARTY_NAME_ENGLISH,PARTY_NAME,FOUNDED,PERSON,WIKIPEDIA,WEBSITE_NATIONAL,WEBSITE_NATIONAL_SUBPAGE_EU,WEBSITE_EU,WEBSITE_EUGROUP_SUBPAGE,EU_GROUP,TWITTER_NATIONAL,FB_NATIONAL,INSTA_NATIONAL,TIKTOK_NATIONAL,TIKTOK_NAT_DISPLAY_NAME,YT_NATIONAL,TWITTER_EU,FB_EU,INSTA_EU,TIKTOK_EU,TIKTOK_EU_DISPLAY_NAME,YT_EU,YT_EU_BIO_HANDLE,YT_EU_ID
Hungary,13,2024,1691,Fidesz,Fidesz,Fidesz,1988,NA,https://en.wikipedia.org/wiki/Fidesz,https://www.fidesz.hu/,https://www.fidesz.hu/hirek/a-fidesz-kdnp-ep-kepviselojeloltjei2024,NA,NA,non-attached,NA,FideszHU,NA,NA,NA,@fidesz_hu,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,42,Jobbik,Jobbik Movement for a Better Hungary,Jobbik Magyarországért Mozgalom,2003,NA,https://en.wikipedia.org/wiki/Jobbik,https://www.jobbik.hu/,NA,NA,NA,non-attached,@JobbikCons,JobbikKonzervativok,jobbik_konzervativok,NA,NA,@Jobbik-Konzervativok,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,1412,KDNP,Christian Democratic People's Party,Kereszténydemokrata Néppárt,1944,NA,https://en.wikipedia.org/wiki/Christian_Democratic_People%27s_Party_(Hungary),https://kdnp.hu/,NA,NA,NA,EPP,@kdnp,kdnphu,keresztenydemokrata,NA,NA,@kdnphu,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,1650,LMP,Hungary's Green Party (formerly Politics Can Be Different),Magyarország Zöld Pártja,2009,NA,https://en.wikipedia.org/wiki/LMP_%E2%80%93_Hungary%27s_Green_Party,https://lmp.hu/,https://lmp.hu/lmp-ep-lista-2024/,NA,NA,NA,@lehet_mas,lmpzoldek,lmpzoldek,NA,NA,@lehetmas,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,NA,MHM,Our Homeland Movement,Mi Hazánk Mozgalom,2018,NA,https://en.wikipedia.org/wiki/Our_Homeland_Movement,http://mihazank.hu/,NA,NA,NA,NA,@MiHazank,mihazankmozgalom2022,mi_hazank_mozgalom,@mi_hazank_mozgalom,Mi Hazánk Mozgalom,@MiHazankMozgalom,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,6129,MKKP,Hungarian Two-Tailed Dog Party,Magyar Kétfarkú Kutyapárt,2006,NA,https://en.wikipedia.org/wiki/Hungarian_Two-Tailed_Dog_Party,https://ketfarkukutya.mkkp.party/,https://ketfarkukutya.mkkp.party/ep-program/,NA,NA,NA,@ketfarkukutya,justanotherwordpresspage,magyarketfarkukutya,@mkkptiktok,mkkptiktok,@ketfarkukutya,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,NA,MMN,Everybody's Hungary People's Party,Mindenki Magyarországa Néppárt,2018,NA,https://en.wikipedia.org/wiki/Everybody%27s_Hungary_People%27s_Party,https://www.mmnp.hu/,https://www.mmnp.hu/valasztas-2024/,NA,NA,NA,@mmneppart,mindenkimagyarorszaganeppart,mmm_mindenkimagyarorszaganeppart,@mmneppart,Mindenki Magyarországa Néppárt,@mindenkimagyarorszaganeppart,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,8249,Momentum,Momentum Movement,Momentum Mozgalom,2017,NA,https://en.wikipedia.org/wiki/Momentum_Movement,https://momentum.hu/,https://momentum.hu/politikusaink/europai-unio/,NA,https://www.reneweuropegroup.eu/parties/momentum,Renew,@momentumhu,momentum.mozgalom,momentummozgalom,@momentummozgalom,Momentum Mozgalom,@MomentumMozgalom,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,1408,MSZP,Hungarian Socialist Party,Magyar Szocialista Párt,1989,NA,https://en.wikipedia.org/wiki/Hungarian_Socialist_Party,https://mszp.hu/,https://mszp.hu/ugy/europai_unio,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,@mszptweet,mszpfb,mszpinsta,NA,NA,@mszpofficial,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,3115,Párbeszéd,Dialogue for Hungary,Párbeszéd – A Zöldek Pártja,2013,NA,https://en.wikipedia.org/wiki/Dialogue_%E2%80%93_The_Greens%27_Party,http://parbeszed.hu/,https://parbeszed.hu/csapatunk/unios-tanacsado/,NA,NA,NA,@ParbeszedZOLDEK,parbeszedzoldek,parbeszed_zoldek,@parbeszed,Párbeszéd - ZÖLDEK,@parbeszedzoldek,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,13,2024,NA,TISZA,TISZA - Respect and Freedom Party,TISZA – Tisztelet és Szabadság Párt,2021,NA,https://en.wikipedia.org/wiki/Respect_and_Freedom_Party,https://talpramagyarok.hu/ - https://magyartisza.hu/,https://magyartisza.hu/page/europai-parlament-kepviselo-lista,NA,NA,NA,NA,peter.magyar.102,magyar_peter,@magyarpeterofficial,magyarpeterofficial,@magyarpeterofficial,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,4870,DS,Social Democrats,Social Democrats,2015,NA,https://en.wikipedia.org/wiki/Social_Democrats_(Ireland),https://www.socialdemocrats.ie/,https://www.socialdemocrats.ie/position/candidate-european-election-2024/,NA,NA,NA,@SocDems,socialdemocratsireland,social_democrats,@social_democrats,Social Democrats,@socialdemocratsireland,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,1055,FF,Fianna Fail,Fianna Fail,1926,NA,https://en.wikipedia.org/wiki/Fianna_F%C3%A1il,https://www.fiannafail.ie/,https://www.fiannafail.ie/our-people?position=9&search_full_name=,NA,https://www.reneweuropegroup.eu/parties/fianna-f%C3%A1il-party,Renew,@fiannafailparty,fiannafail,fiannafail,NA,NA,@FiannaFailTV,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,1288,FG,Fine Gael (Familiy of the Irish),Fine Gael,1933,NA,https://en.wikipedia.org/wiki/Fine_Gael,https://www.finegael.ie/,https://www.finegael.ie/our-people/meps/,NA,NA,EPP,@FineGael,FineGael,finegael,@finegael,Fine Gael,@finegael,@FineGaelBrux,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,G,Green Party,Green Party,1981,NA,https://en.wikipedia.org/wiki/Green_Party_(Ireland),https://www.greenparty.ie/,https://www.greenparty.ie/about/european-green-party,NA,NA,Greens-EFA,@greenparty_ie,GreenPartyIreland,greenparty_ie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,8181,I4C,Neamhspleáigh ar son an Athraithe,Independents 4 Change,2014,NA,https://en.wikipedia.org/wiki/Independents_4_Change,NA,NA,NA,https://left.eu/groups/independents-4-change/,GUE-NGL,NA,NA,independents4change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,IFP,Irish Freedom Party,Cumann na Saoirse,2018,NA,https://en.wikipedia.org/wiki/Irish_Freedom_Party,https://www.irishfreedom.ie/,NA,NA,NA,NA,@IrexitFreedom,Irish Freedom Party,irexit_freedom_party,@irish_freedom_party,Irish Freedom Party,@irishfreedomparty9395,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,562,Labour,Labour Party,Labour Party,1912,NA,https://en.wikipedia.org/wiki/Labour_Party_(Ireland),https://labour.ie/,https://labour.ie/european-election-manifesto-2024/,NA,NA,NA,@labour,thelabourparty,labourparty,@labourparty,LabourParty,@LabourIreland,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,8241,PBPS or PBP–S,Solidarity -- People Before Profit,Solidarity -- People Before Profit,2015,NA,https://en.wikipedia.org/wiki/People_Before_Profit%E2%80%93Solidarity,"https://www.pbp.ie/
 https://www.solidarity.ie/
 https://www.socialistparty.ie/",https://www.pbp.ie/EU2024/,NA,NA,NA,@pb4p,peoplebeforeprofitofficial,people_before_profit,@peoplebeforeprofit,People Before Profit,@PeopleBeforeProfitOfficial,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,4,SF,Sinn Fein,Sinn Fein,1970,NA,https://en.wikipedia.org/wiki/Sinn_F%C3%A9in,https://vote.sinnfein.ie/,https://vote.sinnfein.ie/european-election/,NA,https://left.eu/groups/sinn-fein/,GUE-NGL,@sinnfeinireland,sinnfein,sinn_fein,@sinnfein,"Sinn Féin
",@sinnfeinireland,@SFIntDept,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,National Party,An Páirtí Náisiúnta,2016,NA,"https://en.wikipedia.org/wiki/National_Party_(Ireland,_2016)",https://nationalparty.ie/,https://nationalparty.ie/eu/,NA,NA,NA,@NationalPartyIE,AnPairtiNaisiunta,nationalparty_ie,NA,NA,@NationalPartyIE,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Unity,Aontú,2019,NA,https://en.wikipedia.org/wiki/Aont%C3%BA,https://aontu.ie/,https://aontu.ie/european-parliament,NA,NA,NA,@AontuIE,AontuIE,aontuie,@aontu.ie,Aontú,@aontuireland2964,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Clare Daly,Clare Daly,NA,1,https://en.wikipedia.org/wiki/Clare_Daly,https://claredaly.ie/,NA,NA,NA,NA,@ClareDalyMEP,Clare Daly,claredalymep,@claredalymep,Clare Daly,@claredalyirl,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Ireland First,Ireland First,NA,NA,NA,https://ireland-first.ie/,NA,NA,NA,NA,@IrelandFirst23,Derek Blighe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Finian McGrath,Finian McGrath,NA,1,https://en.wikipedia.org/wiki/Finian_McGrath,https://www.finianmcgrath.ie/,NA,NA,NA,NA,@Finian_McGrath,Finian McGrath,finianmcgrath,NA,NA,@finianmcgrath7619,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Graham De Barra,Graham De Barra,NA,1,NA,https://linktr.ee/grahamdebarra,NA,NA,NA,NA,@GramsdB,NA,gramsdebarra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Independent Ireland,Independent Ireland,2023,NA,https://en.wikipedia.org/wiki/Independent_Ireland,https://www.independentireland.ie/,NA,NA,NA,NA,@independent_ire,Independent Ireland,independentirelandparty,@independentirelan,Independentireland,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Luke Flanagan,Luke Flanagan,NA,1,https://en.wikipedia.org/wiki/Luke_%27Ming%27_Flanagan,NA,NA,NA,NA,NA,@lukeming,Luke 'Ming' Flanagan MEP,lukemingflanagan,NA,NA,@lukeming,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Mick Wallace,Mick Wallace,NA,1,https://en.wikipedia.org/wiki/Mick_Wallace,https://mickwallace.net/,https://mickwallace.net/parliamentary-activities/,NA,NA,NA,@wallacemick,Mick Wallace,mickwallacemep,@mickwallacemep,MickWallaceMEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,NA,NA,NA,Stephen O'Rourke,Stephen O'Rourke,NA,1,NA,https://www.stephen4europe.eu/,NA,NA,NA,NA,Stephen4EuroDub,Stephen O'Rourke - MEP for Dublin Candidate,stephen4europe2024,@stephen4europe,stephen4europe,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,An Rabharta Glas – Green Left,An Rabharta Glas – Green Left,2021,NA,https://en.wikipedia.org/wiki/An_Rabharta_Glas,https://rabharta.ie/,NA,NA,NA,NA,@RabhartaParty,RabhartaParty,RabhartaParty,@rabhartaparty,Rabharta,@RabhartaParty,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,14,2024,NA,NA,Eddie Punch,Eddie Punch,NA,1,no wikiepedia page or website found,NA,NA,NA,NA,NA,@EddiePunch,NA,NA,NA,NA,@EddiePunch24,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,6155,"""+E; +Eu""",More Europe,Più Europa; +Europa,2017,NA,https://en.wikipedia.org/wiki/More_Europe,https://www.piueuropa.eu/,https://www.piueuropa.eu/europee_2024,NA,NA,NA,@Piu_Europa,piueuropa,piueuropa,@piueuropaofficial,Più Europa,@Piu.Europa,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,9082,A/Az,Action,Azione,2019,NA,https://en.wikipedia.org/wiki/Action_(Italian_political_party),https://www.azione.it/,https://www.azione.it/siamo-europei-e-ora-di-dimostrarlo/,NA,https://www.reneweuropegroup.eu/parties/azione,Renew,@Azione_it,Azione,azione.it,NA,NA,@Azione_it,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,3956,AVS,Greens and Left Alliance,Alleanza Verdi e Sinistra,2022,NA,https://en.wikipedia.org/wiki/Greens_and_Left_Alliance,https://verdisinistra.it/,https://verdisinistra.it/programma-elezioni-europee-8-e-9-giugno-2024/,NA,NA,NA,@Verdi_SI_Europa,AlleanzaVerdiSinistraEuropa,alleanzaverdisinistraeuropa,NA,NA,@movimentoattivista7023,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,NA,NA,DemoS,Solidary Democracy,Democrazia Solidale,2014,NA,https://en.wikipedia.org/wiki/Solidary_Democracy,https://www.democraziasolidale.it/,NA,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,@demosolidale,democraziasolidale,democraziasolidale,NA,NA,@democraziasolidale-demos7818,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,NA,DSP,Sovereign Popular Democracy,Democrazia Sovrana Popolare,2023,NA,https://en.wikipedia.org/wiki/Sovereign_Popular_Democracy,https://democraziasovranapopolare.net/,NA,NA,NA,NA,NA,democrazia sovrana popolare,democrazia.sovrana.popolare,NA,NA,@VisioneTV,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,NA,EV,Green Europe,Europa Verde,2021,NA,https://en.wikipedia.org/wiki/Green_Europe,https://europaverde.it/,https://europaverde.it/2x1000/,NA,NA,NA,@europaverde_it,Europa Verde - Verdi,europaverde.verdi,@europaverde,Europa Verde - Verdi,@EuropaVerdeVerdi,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,2280,FdI,Brothers of Italy,Fratelli d'Italia,2012,NA,https://en.wikipedia.org/wiki/Brothers_of_Italy,https://www.fratelli-italia.it/,https://www.fratelli-italia.it/le-liste-di-fratelli-ditalia-per-le-europee-2024/,https://ecr-fratelliditalia.eu/,https://ecrgroup.eu/ecr/party/brothers_of_italy,ECR,@FratellidItalia,FdI.paginaufficiale,fratelliditalia,@fratelliditalia,Fratelli d’Italia,@FratellidItaliaTV,@fdieuropa,fdiparlamentoeuropeo,fdieuropa,NA,NA,@fdieuropa,@fdieuropa,UCtYgSg7_4-qPTo8wFQ7qzAg
Italy,15,2024,365,FI,Forza Italia,Forza Italia,2013,NA,https://en.wikipedia.org/wiki/Forza_Italia_(2013),https://forzaitalia.it/,https://forzaitalia.it/europarlamentari/,NA,NA,EPP,@forza_italia,ForzaItaliaUfficiale,forzaitaliaufficiale,@forzaitalia.ufficiale,Forza Italia,@forzaitalia,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,NA,Italexit,Italexit for Italy,Italexit per l'Italia,2020,NA,https://en.wikipedia.org/wiki/Italexit_(political_party),https://italexitperlitalia.it/,https://italexitperlitalia.it/news/elezioni-trasparenti-europee-2024/,NA,NA,NA,NA,Italexit per l'Italia,NA,NA,NA,@italexit2515,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,NA,IV,Italy Alive,Italia Viva,2019,NA,https://en.wikipedia.org/wiki/Italia_Viva,https://www.italiaviva.it/,https://www.italiaviva.it/in_europa,NA,https://www.reneweuropegroup.eu/parties/italia-viva,Renew,@ItaliaViva,italiaviva,italiaviva,NA,NA,@ItaliaViva,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,1221,LN,Northern League,Lega (Salvini Premier),2017,NA,https://en.wikipedia.org/wiki/Lega_(political_party),https://legaonline.it/,https://legaonline.it/parlamento-europeo/,NA,https://www.idgroup.eu/lega-italy,ID,@LegaSalvini,legasalvinipremier,legaofficial,NA,NA,@LegaSalviniPremier,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,2046,M5S,Five Star Movement,Movimento Cinque Stelle,2009,NA,https://en.wikipedia.org/wiki/Five_Star_Movement,https://www.movimento5stelle.eu/,https://www.movimento5stelle.eu/elezioni-europee-8-e-9-giugno-2024-tutti-i-candidati-per-circoscrizione/,NA,NA,non-attached,@Mov5Stelle,movimento5stelle,movimento5stelle,@movimento5stelle_,MoVimento 5 Stelle,@MoVimento-5-stelle,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,802,PD,Democratic Party,Partito Democratico,2007,NA,https://en.wikipedia.org/wiki/Democratic_Party_(Italy),https://partitodemocratico.it/,https://partitodemocratico.it/elezioni-europee-2024-candidati/,http://europa.partitodemocratico.it/,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,@pdnetwork,partitodemocratico,partitodemocratico,NA,NA,@PartitoDemocratico,@eurodeputatipd,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,NA,PTD,Peace Land Dignity,Pace Terra Dignità,2024,NA,https://en.wikipedia.org/wiki/Peace_Land_Dignity,https://paceterradignita.it/,NA,NA,NA,NA,@PaceTerraDignit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,1212,SI,Italian Left,Sinistra Italiana,2017,NA,https://en.wikipedia.org/wiki/Italian_Left,https://www.sinistraitaliana.si/,NA,NA,NA,NA,@Sinistrait_,sinistra italiana,sinistra_italiana,@sinistraitaliana_fvg,SinistraItaliana_FVG,@sinistraitalianamedia1003,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,2024,NA,SUE,United States of Europe,Stati Uniti d'Europa,2024,NA,https://en.wikipedia.org/wiki/United_States_of_Europe_(electoral_list),https://www.piueuropa.eu/oraglistatiunitideuropa,https://www.piueuropa.eu/europee_2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,15,NA,1369,SVP,South Tyrolean People's Party,Südtiroler Volkspartei,1945,NA,https://en.wikipedia.org/wiki/South_Tyrolean_People%27s_Party,https://www.svp.eu/,NA,NA,NA,EPP,@SVP_Suedtirol,suedtiroler.volkspartei,NA,NA,NA,@svppresse,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,1612,AS,United List,Apvienotais saraksts,2022,NA,https://en.wikipedia.org/wiki/United_List_(Latvia),https://www.apvienotaissaraksts.lv/,https://www.apvienotaissaraksts.lv/#eiropas-parlamenta-kandidati,NA,NA,NA,@Apvienotais_,apvienotaissaraksts.lv,apvienotais_saraksts,@apvienotais_,APVIENOTAIS SARAKSTS,@apvienotais_saraksts,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,JKP,New Conservative Party,Jaunā konservatīvā partija,2014,NA,https://en.wikipedia.org/wiki/The_Conservatives_(Latvia),https://partijajkp.lv/,https://partijajkp.lv/eiropas-parlaments-24/,NA,NA,NA,@JKP_partija,jkp.latvija,konservativie,@partijajkp,partijajkp,@JKP_Latvija,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,9089,JV,New Unity,Jaunā Vienotība,2011,NA,https://en.wikipedia.org/wiki/Unity_(Latvia),https://www.vienotiba.lv/,https://jaunavienotiba.lv/ep-programma-2024/,NA,NA,EPP,@Jauna_Vienotiba,JaunaVienotiba.lv,jaunavienotiba,NA,NA,@jaunavienotiba,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,LA,For Latvia's Development,Latvijas attīstībai,2013,NA,https://en.wikipedia.org/wiki/For_Latvia%27s_Development,https://attistibai.lv/,https://attistibai.lv/category/jaunumi-lv/eiropas-parlaments/,NA,https://www.reneweuropegroup.eu/parties/azione,Renew,@attistibai,Attistibai,latvijas.attistibai,@latvijas.attistibai,Latvijas attīstībai,@LatvijasAttistibai,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2019,5657,LKS,Latvian Russian Union,Latvijas Krievu savieniba,2007,NA,https://en.wikipedia.org/wiki/Latvian_Russian_Union,https://rusojuz.lv/,https://rusojuz.lv/category/evroparlament/,NA,NA,non-attached,savieniba,rusojuz,rusojuz,latvijaskrievusavieniba,Русский союз Латвии,"@6.saraksts
",NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,LPV,Latvia First,Latvija pirmajā vietā,2021,NA,https://en.wikipedia.org/wiki/Latvia_First,https://latvijapirmajavieta.lv/,https://latvijapirmajavieta.lv/eiropas-parlamenta-velesanas-2024-gada-8-junija/,NA,NA,NA,@LatvijaPirmaja,Latvija pirmajā vietā,latvijapirmajavieta,@latvijapirmajavieta,LATVIJA PIRMAJĀ VIETĀ,@LatvijaPirmajaVieta,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,3194,LRA,Latvian Association of Regions,Latvijas Reģionu apvienība,2014,NA,https://en.wikipedia.org/wiki/Latvian_Association_of_Regions,https://apvieniba.lv/,NA,NA,NA,NA,@LRApvieniba,LatvijasRegionuApvieniba,NA,@lra_apvieniba,Latvijas Reģionu Apvienība,@lra3067,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,LZP,Latvian Green Party,Latvijas Zaļā partija,1990,NA,https://en.wikipedia.org/wiki/Latvian_Green_Party,http://zp.lv/,NA,NA,NA,NA,@ZalaPartija,ZalaPartija,latvijaszalapartija,@latvijaszalapartija,latvijaszalapartija,@latvijaszalapartija7608,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2019,7619,NA,"National Alliance ""All for Latvia!"" – ""For Fatherland and Freedom/LNNK","Nacionālā apvienība ""Visu Latvijai!"" – ""Tēvzemei un Brīvībai/LNNK""",2011,NA,https://en.wikipedia.org/wiki/National_Alliance_(Latvia),https://nacionalaapvieniba.lv/,https://nacionalaapvieniba.lv/eiropas-parlamenta-velesanas/,NA,https://ecrgroup.eu/ecr/party/national_alliance_all_for_latvia_for_fatherland_and_freedom_lnnk,ECR,@VL_TBLNNK,NacionalaApvieniba,nacionala_apvieniba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,6357,P,The Progressives,Progresīvie,2017,NA,https://en.wikipedia.org/wiki/The_Progressives_(Latvia),https://www.progresivie.lv/,https://www.progresivie.lv/ep/,NA,NA,NA,@Progresivie,Progresivie.LV,progresivie,@progresivie,Progresīvie,@progresivie,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,SC,Harmony,Saskana,2009,NA,https://en.wikipedia.org/wiki/Social_Democratic_Party_%22Harmony%22,https://saskana.eu/,NA,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,NA,saskanaNEWS,saskanaonline,@saskanatv,saskanaTV,@SaskanaTV,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,ST!,For Stability!,Stabilitātei!,2021,NA,https://en.wikipedia.org/wiki/For_Stability!,https://partijastabilitatei.lv/,NA,NA,NA,NA,@stabilitateiJa,Stabilitātei,stabilitatei_,_stabilitatei,STABILITĀTEI!,@stabilitatei,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,SV,Sovereign Power,Suverēnā vara,2005,NA,https://en.wikipedia.org/wiki/Sovereign_Power_(Latvia),https://suverenavara.lv/,https://suverenavara.lv/partijas-programma-ep/,NA,NA,NA,NA,SUVERĒNĀ VARA,suverena.vara,@suverena.vara,12. SUVERĒNĀ VARA,@PartijaSUVERENAVARA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,701,ZZS,Union of Greens and Farmers,Zalo un zemnieku savieniba,2002,NA,https://en.wikipedia.org/wiki/Union_of_Greens_and_Farmers,https://zzs.lv/,https://zzs.lv/eiropas-parlamenta-velesanas/,NA,NA,NA,@ZZS_,ZalounZemniekuSavieniba,zzs_partija,@partija_zzs,Partija_ZZS,@zalounzemniekusavieniba175,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,2024,NA,NA,Liepāja Party,Liepājas Partija,2004,NA,https://en.wikipedia.org/wiki/Liep%C4%81ja_Party,http://liepajaspartija.lv/lv,NA,NA,NA,NA,@liepajaspartija,Liepājas Partija,NA,NA,NA,@liepajaspartija,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,16,NA,NA,NA,United List of Latvia,Apvienotais Latvijas saraksts,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,17,2024,102,DP,Labour Party,Darbo partija,2003,NA,https://en.wikipedia.org/wiki/Labour_Party_(Lithuania),https://www.darbopartija.lt/,https://www.darbopartija.lt/europos-parlamente/,NA,NA,non-attached,@darbopartija,darbopartija,darbopartija,uspashikoagurkas,Darbo Partija,@darbopartija9016,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,17,2024,NA,DSVL,"Union of Democrats ""For Lithuania""",Demokratų sąjunga „Vardan Lietuvos“,2022,NA,https://en.wikipedia.org/wiki/Union_of_Democrats_%22For_Lithuania%22,https://www.demokratai.lt/,https://www.demokratai.lt/ep-rinkimai/,NA,NA,NA,NA,Demokratai „Vardan Lietuvos“,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,17,2024,556,LLRA-KSS,Election Action of Lithuania's Poles,Lietuvos lenku rinkimu akcija,1994,NA,https://en.wikipedia.org/wiki/Electoral_Action_of_Poles_in_Lithuania_%E2%80%93_Christian_Families_Alliance,http://www.awpl.lt/,http://www.awpl.lt/?page_id=28705,NA,https://ecrgroup.eu/ecr/party/electoral_action_of_poles_in_lithuania_christian_families_alliance,ECR,NA,AWPL.ZCHR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,17,2024,8982,LP,Freedom Party,Laisvės partija,2019,NA,https://en.wikipedia.org/wiki/Freedom_Party_(Lithuania),https://laisvespartija.lt/,https://laisvespartija.lt/ep-rinkimai/,NA,NA,NA,@laisvespartija,Laisvės partija,uzlaisve,laisves_partija,Laisvės partija,@laisvespartija9889,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,17,2024,7352,LRP,Lithuanian Regions Party,Lietuvos regionų partija,2018,NA,https://en.wikipedia.org/wiki/Lithuanian_Regions_Party,https://lrpvilniausraj.lt/,https://regionupartija.lt/rinkimai/europos-parlamento-rinkimai-2024,NA,NA,NA,NA,Lietuvos regionų partija,NA,NA,NA,@lietuvosregionupartijaalytauss,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,17,2024,NA,LS,Liberals' Movement,Liberalų sąjūdis,2006,NA,https://en.wikipedia.org/wiki/Liberals%27_Movement_(Lithuania),https://liberalai.lt/,https://liberalai.lt/europos-parlamento-rinkimai-2/,NA,https://www.reneweuropegroup.eu/parties/lietuvos-respublikos-liberal%C5%B3-s%C4%85j%C5%ABdis,Renew,liberalai,liberalai,liberalusajudis,NA,NA,@liberalai,NA,NA,NA,NA,NA,NA,NA,NA
